Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Dragon's Teeth","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108594363/dragons-teeth,3.2,-1,"Sport, Alpine",5.7,1,65,61.13908,-146.20546
"Born to be Mild","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109165759/born-to-be-mild,3.1,-1,Sport,5.7,1,100,61.82582,-149.1913
"1st bolted route","The Sea Cliffs > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/112156456/1st-bolted-route,2.8,-1,Sport,5.7,1,,58.58494,-134.90001
"Blueberry Buckets","Blueberry Block > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/121286893/blueberry-buckets,3.0,-1,"Sport, Alpine",5.7,1,80,61.12395,-145.67363
"Top of the bottom","Moore Spire > Skagway > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/114796211/top-of-the-bottom,3.0,-1,Sport,5.7,1,25,59.58608,-135.1934
"Mossy ledges","Eyes of the World > Tee Harbor > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/117658325/mossy-ledges,3.0,-1,"Sport, TR",5.7,1,85,58.4124,-134.7525
Route#2,"Developer N/A > Chilkat State Park > Haines > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/118916654/route2,3.0,-1,"Sport, Alpine",5.7,1,25,59.21191,-135.38288
Gingerade,"The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112361732/gingerade,3.0,-1,"Sport, Alpine",5.7,2,195,61.17201,-145.72496
"I Forget","Spring Fling > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108953285/i-forget,2.7,-1,Sport,5.7,1,70,61.00589,-149.68199
Bio-Dome,"The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108609640/bio-dome,2.8,-1,"Sport, Alpine",5.7,1,90,61.17201,-145.72496
"Last Call","Sunshine Ridge > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110171308/last-call,2.4,-1,Sport,5.7,2,170,61.00626,-149.68649
Man-thing,"Teenage Dome > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112029922/man-thing,2.4,-1,Sport,5.7,1,30,61.02188,-149.74344
"Butt Check","Upper Pivot Point > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108947832/butt-check,1.9,-1,Sport,5.7,1,,61.0215,-149.74339
"Face In The Crowd","Tsaina River Gorge Wall > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108923673/face-in-the-crowd,2.5,-1,"Sport, Alpine",5.7,1,60,61.20813,-145.4701
"Raspberry Arete","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107137339/raspberry-arete,1.8,-1,Sport,5.7,1,115,60.9834,-149.58971
"Mary Poppins","Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126383/mary-poppins,2.3,-1,"Sport, Alpine","5.7 PG13",1,25,61.82295,-149.18261
"Weiner Dog Butts","Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110864981/weiner-dog-butts,2.3,-1,"Sport, Alpine",5.7,1,80,61.82902,-149.17318
Neptune,"The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108609940/neptune,2.3,-1,"Sport, Alpine",5.7,1,85,61.17201,-145.72496
"Ilya’s 8 5.7","Glak’s Place and Tree Fort > The Tree Fort Area and Glak’s Place > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114444116/ilyas-8-57,2.0,-1,"Sport, TR",5.7,1,,61.00848,-149.68943
"Boy Toy","Teenage Dome > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112032194/boy-toy,2.0,-1,Sport,5.7,1,30,61.02188,-149.74344
"Spread Eagle","Shot Rock > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108946047/spread-eagle,2.0,-1,Sport,5.7,1,,61.0207,-149.7444
"Wavey Gravey","Crackland > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106174034/wavey-gravey,1.8,-1,Sport,5.7,1,40,65.29304,-148.15959
"You're All Eyeball","Bear Valley Wall > Portage > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119612454/youre-all-eyeball,2.0,-1,Sport,5.7,1,50,60.79078,-148.82414
"Puppy licks and Fairy Tits","Lower Wall > 43 mile crag > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/118936198/puppy-licks-and-fairy-tits,2.0,-1,"Sport, Alpine",5.7,1,50,61.24271,-145.34439
Paperback,"Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113084099/paperback,2.0,-1,"Sport, Alpine",5.7,1,65,61.82902,-149.17318
"Sling That Horn","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111218302/sling-that-horn,1.8,-1,"Sport, Alpine",5.7,1,30,61.13908,-146.20546
"Route 5 Upper Wall","43 Mile > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111950717/route-5-upper-wall,2.0,-1,"Sport, Alpine",5.7,1,50,61.24233,-145.34356
"Curry Popcorn","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112359261/curry-popcorn,2.0,-1,"Sport, Alpine",5.7,2,180,61.17201,-145.72496
"Snot a Rocket","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112361096/snot-a-rocket,2.0,-1,"Sport, Alpine",5.7,2,195,61.17201,-145.72496
"Dragons Teeth","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107214564/dragons-teeth,2.5,-1,"Sport, Alpine",5.7,1,75,61.13908,-146.20546
"Fist Sucker","Sunshine Ridge > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107152511/fist-sucker,1.1,-1,Sport,5.7,1,110,61.00626,-149.68649
"There Be Potential","Glak’s Place and Tree Fort > The Tree Fort Area and Glak’s Place > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117117534/there-be-potential,1.7,-1,Sport,5.7,1,110,61.00848,-149.68943
"Small Dog","Girdwood- Ryan's Rip > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108969353/small-dog,1.5,-1,Sport,5.7,1,,60.96009,-149.08529
Cruiser,"Good Vibes Wall > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108947982/cruiser,1.0,-1,Sport,5.7,1,,61.018,-149.73869
"McCarthy  Bus Lane","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112362642/mccarthy-bus-lane,1.0,-1,"Sport, Alpine",5.7,2,190,61.17201,-145.72496
"Hot for Teacher","Summer School Slab > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/118858718/hot-for-teacher,1.0,-1,Sport,5.7,1,40,65.28441,-148.20365
"Another Foolish Route","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112312847/another-foolish-route,1.0,-1,"Sport, Alpine",5.7,1,105,61.17201,-145.72496
"Stoken the Stove","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112359237/stoken-the-stove,1.0,-1,"Sport, Alpine",5.7,2,180,61.17201,-145.72496
"Learning Center for Ants","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112325580/learning-center-for-ants,1.0,-1,"Sport, Alpine",5.7,1,90,61.17201,-145.72496
"I Got A Fever of 5.7","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112361687/i-got-a-fever-of-57,1.0,-1,"Sport, Alpine",5.7,2,185,61.17201,-145.72496
"E-Talk the Talk","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112349669/e-talk-the-talk,1.0,-1,"Sport, Alpine",5.7,1,100,61.17201,-145.72496
"Last Train to Chossville","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112349651/last-train-to-chossville,1.0,-1,"Sport, Alpine",5.7,1,100,61.17201,-145.72496
"Between the Buns","Hot Dog Wall > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/124340926/between-the-buns,3.0,-1,Sport,5.7,1,45,60.99829,-149.57618
