Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"[E] Chicxulub","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111881723/e-chicxulub,4.0,-1,Sport,5.14a,1,110,47.49795,-121.7549
"[E] Skipping the Goods","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120729991/e-skipping-the-goods,4.0,-1,Sport,5.14a,1,130,47.49795,-121.7549
"[L] Extended Evil","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106209298/l-extended-evil,4.0,-1,Sport,5.14a,1,120,47.49795,-121.7549
"[L] Pornification","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108621825/l-pornification,3.6,-1,Sport,5.14a,1,110,47.49795,-121.7549
"The Sickness","World Wall II > World Wall 2 Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108622096/the-sickness,3.5,-1,Sport,5.14a,1,90,47.48821,-121.74628
"Motley Crux","The Pit > Deep Creek > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/111105235/motley-crux,3.7,-1,Sport,5.14a,1,80,47.75309,-117.55051
Topgun,"World Wall II > World Wall 2 Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117120390/topgun,3.3,-1,Sport,5.14a,1,65,47.48821,-121.74628
"Dr. Evil","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106209293/dr-evil,3.3,-1,Sport,5.14a,1,100,47.49795,-121.7549
"Unsung Heroes","World Wall II > World Wall 2 Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108622245/unsung-heroes,3.0,-1,Sport,5.14a,1,70,47.48821,-121.74628
"Rear Admiral","World Wall II > World Wall 2 Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118614306/rear-admiral,3.0,-1,Sport,5.14a,1,80,47.48821,-121.74628
Opito,"North End Wall > Marcus > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/119486851/opito,4.0,-1,Sport,5.14a,1,70,48.6971,-118.0072
"Evil-Ass Traverse","The Main Wall > Deep Creek > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/108117127/evil-ass-traverse,2.5,-1,Sport,5.14a,1,,47.7572,-117.5518
"Staring Without Caring","Fire Wall > Mazama > Okanogan > Washington",https://www.mountainproject.com/route/113185944/staring-without-caring,2.0,-1,Sport,5.14a,1,70,48.59338,-120.4058
"The Herbivore","Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123916019/the-herbivore,3.0,-1,Sport,5.14a,2,150,47.8243,-121.5613
