Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"African Dreams","Tin Can Rock > Fairangel Gap and Valley > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108255983/african-dreams,3.3,-1,Sport,5.10b/c,1,50,61.81627,-149.27002
"5.10 Arete","Black Lakes Crag > Skagway > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/110564529/510-arete,3.1,-1,Sport,"5.10b/c PG13",1,90,59.50367,-135.25976
"No Finer","Goats Head Soup > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108158364/no-finer,2.4,-1,Sport,5.10b/c,1,,60.98632,-149.61141
"Fairwell Transmission","The White Spot > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109190595/fairwell-transmission,3.2,-1,Sport,5.10b/c,1,115,61.81268,-149.2434
Powerbag,"Ravine Lake Main Walls > Ravine Lake Climbing Areas > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109235788/powerbag,3.0,-1,Sport,5.10b/c,1,,61.8049,-148.29289
"After the Gold Rush","Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110864476/after-the-gold-rush,2.5,-1,Sport,5.10b/c,1,75,61.83041,-149.17507
"Unknown 2","Good Times Wall > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108949237/unknown-2,2.5,-1,Sport,5.10b/c,1,25,61.02136,-149.74486
"Ravens Reach","Red Gate > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108967500/ravens-reach,2.0,-1,Sport,5.10b/c,1,100,61.0583,-149.7979
"Thug Life","Lower Wall > 43 mile crag > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/118936168/thug-life,2.0,-1,"Sport, Alpine",5.10b/c,1,50,61.24271,-145.34439
"Done Dirt Cheap","Goats Head Soup > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108825502/done-dirt-cheap,1.4,-1,Sport,5.10b/c,1,50,60.98632,-149.61141
"Unnamed 2","Weird Alaska wall > 17 mile > Haines > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/125607236/unnamed-2,3.0,-1,"Sport, Alpine",5.10b/c,1,60,59.36317,-135.78566
