Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tel Aviv","Upper Breadloaves - West > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/107713345/tel-aviv,3.3,-1,Sport,5.12b/c,1,50,42.08797,-113.72939
"CLOSED TO CLIMBING The Bully at Muscle Beach","CLOSED TO CLIMBING 4 All Star Wall > CLOSED TO CLIMBING Main Wall > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/118639987/closed-to-climbing-the-bully-at-muscle-beach,4.0,-1,Sport,5.12b/c,1,120,42.67508,-112.99826
"Yuk It Up","Funny Business Wall > Funny Business Area > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111409523/yuk-it-up,4.0,-1,Sport,5.12b/c,1,70,42.6827,-113.00584
"Dream On","3. T & L Area > All American Area > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111408702/dream-on,4.0,-1,Sport,5.12b/c,1,50,42.67668,-113.00457
Esoteric,"Lower Ledge > Arcane > East Idaho > Idaho",https://www.mountainproject.com/route/115168142/esoteric,3.6,-1,Sport,5.12b/c,1,65,43.61569,-111.53955
"Tube Steak","The ""Little"" Cave > Shoshone Lava Tubes > South Idaho > Idaho",https://www.mountainproject.com/route/112440645/tube-steak,3.7,-1,Sport,5.12b/c,1,,43.16163,-114.33191
Squench,"West Buttress - South > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/109168679/squench,3.7,-1,Sport,5.12b/c,1,45,42.12441,-113.67193
"The Switchblade","Gang Fight Wall > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111421160/the-switchblade,3.7,-1,Sport,5.12b/c,1,40,42.67583,-113.01773
"Two Hitter Quitter","The Head Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/109427586/two-hitter-quitter,2.7,-1,Sport,5.12b/c,1,60,43.73023,-113.08384
"Grumpy Old Men (aka John and Dan)","Gang Fight Wall > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111421319/grumpy-old-men-aka-john-and-dan,3.0,-1,Sport,5.12b/c,1,40,42.67583,-113.01773
"King Kong","Echo Point > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111435394/king-kong,3.0,-1,Sport,5.12b/c,1,60,42.6806,-113.005
"CLOSED TO CLIMBING Water Louie","CLOSED TO CLIMBING French Wall > CLOSED TO CLIMBING Le Petite Covette > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111422007/closed-to-climbing-water-louie,3.0,-1,Sport,5.12b/c,1,40,42.67786,-113.0014
"S Curve","The Head Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/109768827/s-curve,2.3,-1,Sport,5.12b/c,1,90,43.73023,-113.08384
"Forgotten Trails","Lower Breadloaves - Provo Wall > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/107801055/forgotten-trails,2.0,-1,Sport,5.12b/c,1,50,42.08624,-113.72903
Trad,"Northeast Wall > Heise Rock > East Idaho > Idaho",https://www.mountainproject.com/route/106217737/trad,2.0,-1,Sport,5.12b/c,1,,43.6361,-111.6744
"CLOSED TO CLIMBING Seizure","CLOSED TO CLIMBING Lower Tier of the Asylum Wall > CLOSED TO CLIMBING Owl Cove Area > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/111431122/closed-to-climbing-seizure,1.0,-1,Sport,5.12b/c,1,40,42.67316,-113.00089
