Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Robyn's Route","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113431769/robyns-route,3.7,-1,Sport,5.12b,1,70,34.3588,-85.67018
Lion,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112813371/lion,3.8,-1,Sport,5.12b,1,55,34.3655,-85.66088
"Movie Star","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/115418955/movie-star,3.7,-1,Sport,5.12b,1,45,34.32235,-85.67426
"Powder Keg","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113878152/powder-keg,3.3,-1,Sport,5.12b,1,50,34.36397,-85.65656
Troubadour,"Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/114324167/troubadour,3.3,-1,Sport,5.12b,1,80,34.35929,-85.66846
"Estrella Oscura","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113431729/estrella-oscura,2.9,-1,Sport,5.12b,1,70,34.3588,-85.67018
Tusk,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786298/tusk,3.3,-1,Sport,5.12b,1,,34.3655,-85.66088
"Scissor Kick","Brandnewbia > Little River Canyon > Alabama",https://www.mountainproject.com/route/116089954/scissor-kick,3.5,-1,Sport,5.12b,1,,34.3577,-85.67626
"Monkey Tails","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114978928/monkey-tails,3.1,-1,Sport,5.12b,1,,34.3655,-85.66088
"Dark Star","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844651/dark-star,2.9,-1,Sport,5.12b,1,,34.3588,-85.67018
Whammy,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110052460/whammy,3.1,-1,Sport,5.12b,1,70,34.18041,-85.81555
"Crimps Ahoy","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/112165332/crimps-ahoy,3.2,-1,Sport,5.12b,1,35,34.18027,-85.81621
Boy,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112813410/boy,2.9,-1,Sport,5.12b,1,,34.3655,-85.66088
Escapee,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/113878088/escapee,3.2,-1,Sport,5.12b,1,60,34.36424,-85.65413
"Step Up Right","Right Side Cliff > Yellow Bluff > Alabama",https://www.mountainproject.com/route/108787266/step-up-right,2.9,-1,Sport,5.12b,1,,34.4353,-86.6746
"Nurse Ratchet","Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/116741023/nurse-ratchet,3.0,-1,Sport,5.12b,1,50,34.36424,-85.65413
Antidote,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106119226/antidote,3.0,-1,Sport,5.12b,1,35,34.1815,-85.81285
Dickel,"Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/122405483/dickel,3.0,-1,Sport,5.12b,1,,34.32235,-85.67426
"Lip Service","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106108717/lip-service,3.0,-1,Sport,5.12b,1,75,34.18041,-85.81555
"Samson & Delilah","Right Side Cliff > Yellow Bluff > Alabama",https://www.mountainproject.com/route/106670700/samson-delilah,2.7,-1,Sport,5.12b,1,70,34.4353,-86.6746
And,"Wave Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/119691023/and,2.8,-1,Sport,5.12b,1,65,34.36389,-85.66332
"Access Denied","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302929/access-denied,2.8,-1,Sport,5.12b,1,,34.1815,-85.81285
"Thin's Daddy","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/106635362/thins-daddy,2.5,-1,Sport,5.12b,1,30,34.1792,-85.81933
Steeplechase,"Griffin Falls > Alabama",https://www.mountainproject.com/route/106102129/steeplechase,2.8,-1,Sport,5.12b,1,60,34.2876,-85.9237
Bertha,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116243008/bertha,2.5,-1,Sport,5.12b,1,,34.3588,-85.67018
"Liquid Spirit","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105930667/liquid-spirit,2.0,-1,Sport,5.12b,1,,34.18041,-85.81555
"Not My Problem","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/120235023/not-my-problem,1.7,-1,Sport,5.12b,1,45,34.32235,-85.67426
"Jungle Fever","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/123734313/jungle-fever,2.5,-1,Sport,5.12b,1,50,34.3655,-85.66088
"The Eye","Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/124253323/the-eye,2.0,-1,Sport,5.12b,1,,34.36424,-85.65413
"Way Billy","Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/124253555/way-billy,2.0,-1,Sport,5.12b,1,,34.36424,-85.65413
