Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Fifth Force","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106184824/fifth-force,3.9,-1,Sport,5.12,1,100,47.81962,-121.56921
"Numbah Ten","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105796722/numbah-ten,3.9,-1,Sport,5.12,1,90,47.81847,-121.57139
"The Biology of Small Appliances","(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107407272/the-biology-of-small-appliances,4.0,-1,Sport,5.12,1,85,47.82329,-121.5678
"Meet me at the creek","Not ready, but almost > Holding Spot for Temporarily Closed Areas > Southeast Corner > Washington",https://www.mountainproject.com/route/123006076/meet-me-at-the-creek,4.0,-1,Sport,5.12,1,,46.41315,-117.68857
"A Late One","Joe’s Rock > The Dikes > Southeast Corner > Washington",https://www.mountainproject.com/route/122932985/a-late-one,3.5,-1,"Sport, Alpine",5.12,1,35,46.11081,-117.8325
"The Nug","The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118960832/the-nug,3.0,-1,"Sport, TR, Boulder","5.12 V6-7",1,30,47.8253,-121.561
"[Unknown - Two Tone Route]","(a) Alcove > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118932712/unknown-two-tone-route,3.0,-1,Sport,5.12,1,,47.78075,-120.83322
Pandemic,"South Buttress > McLoughlin Canyon (Tonasket) > Okanogan > Washington",https://www.mountainproject.com/route/120102692/pandemic,3.0,-1,Sport,5.12,5,398,48.64311,-119.44549
"Dirty Work","Upper Band > Wallula Gap > Southeast Corner > Washington",https://www.mountainproject.com/route/121967890/dirty-work,3.0,-1,Sport,5.12,1,50,46.03432,-118.93
"Dust In A Baggie","Joe’s Rock > The Dikes > Southeast Corner > Washington",https://www.mountainproject.com/route/122933096/dust-in-a-baggie,3.0,-1,"Sport, Alpine",5.12,1,35,46.11081,-117.8325
"Open Project AKA Moss Def","Mossquito Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116957051/open-project-aka-moss-def,2.5,-1,"Sport, TR",5.12,1,,47.82478,-121.55799
"Solar Power","(g) Sun Rock > Fun (Phun) Rocks > Mazama > Okanogan > Washington",https://www.mountainproject.com/route/118852740/solar-power,2.0,-1,Sport,5.12,1,60,48.60477,-120.42957
Razors,"Rosario Beach (Refrigerator Wall) > Deception Pass > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/108330915/razors,1.6,-1,"Sport, TR",5.12,1,20,48.41877,-122.66113
Hottentot,"Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728825/hottentot,1.0,-1,"Sport, Alpine",5.12,1,,48.52006,-120.6398
"Fall From Grace","Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington",https://www.mountainproject.com/route/108210619/fall-from-grace,1.0,-1,"Trad, Sport",5.12,1,90,48.89239,-118.69927
"Isengard Unleashed","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125189736/isengard-unleashed,3.7,-1,Sport,5.12,1,90,47.54696,-121.5859
