Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Flying Monkeys","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/106579917/flying-monkeys,3.7,-1,Sport,5.12c,1,65,43.80293,-71.83513
"Venus on a Halfshell","Venus Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/105877233/venus-on-a-halfshell,3.7,-1,Sport,5.12c,1,,43.80188,-71.8375
"Restless Native","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105884987/restless-native,3.9,-1,Sport,5.12c,1,,43.80386,-71.84091
"Good Earth","Apocalypse Walls > *Rumney > New Hampshire",https://www.mountainproject.com/route/106258896/good-earth,3.4,-1,Sport,5.12c,1,50,43.80231,-71.8324
"Horned Behavior","The Prudential > *Rumney > New Hampshire",https://www.mountainproject.com/route/106132806/horned-behavior,3.7,-1,Sport,5.12c,1,,43.80513,-71.84452
"Shock Therapy","Pulse Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/105961427/shock-therapy,2.9,-1,Sport,5.12c,1,,43.80313,-71.83493
"The Half Premium","The Prudential > *Rumney > New Hampshire",https://www.mountainproject.com/route/106544576/the-half-premium,3.4,-1,Sport,5.12c,1,40,43.80513,-71.84452
"Even Flow","Jeremy's Wall - Main Cliff upper right > Main Cliff Area > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire",https://www.mountainproject.com/route/120801753/even-flow,3.9,-1,Sport,5.12c,1,80,43.99321,-71.65832
"Lateral Thinking","3- Yellowjacket Buttress > Cavern Cliff Area > Yellowjacket Crags > Yellowjacket Area > WM: Waterville Valley > New Hampshire",https://www.mountainproject.com/route/119554744/lateral-thinking,3.5,-1,Sport,5.12c,1,50,43.90185,-71.55405
"Girly But Burly","Falcon Wall > Hounds Hump Ridge (Eaglet etc) > WM: Franconia Notch > New Hampshire",https://www.mountainproject.com/route/117265761/girly-but-burly,3.7,-1,Sport,5.12c,1,100,44.17133,-71.67658
"Forty Six and 2","The Very Nice Crag > *Rumney > New Hampshire",https://www.mountainproject.com/route/108391645/forty-six-and-2,3.2,-1,Sport,5.12c,1,40,43.80545,-71.84486
Hayabusa,"Eagle Mtn Cliff(Jackson) > WM: Bartlett / Jackson Area > New Hampshire",https://www.mountainproject.com/route/111954089/hayabusa,3.6,-1,Sport,5.12c,1,45,44.16022,-71.19318
"Get a Life","Wild River Crag > WM: Evans Notch > New Hampshire",https://www.mountainproject.com/route/107159096/get-a-life,3.3,-1,Sport,5.12c,1,65,44.28703,-71.05746
E-Ticket,"Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105881829/e-ticket,2.8,-1,Sport,5.12c,1,,43.80386,-71.84091
"Hocus Focus","The Northwest Territories > *Rumney > New Hampshire",https://www.mountainproject.com/route/107847344/hocus-focus,2.7,-1,Sport,5.12c,1,50,43.80478,-71.84537
Exodus,"Main Cliff > Sundown Ledge > WM: Kancamagus (Eastern) > New Hampshire",https://www.mountainproject.com/route/119787732/exodus,3.1,-1,Sport,5.12c,1,40,44.005,-71.2393
"Double Dynos","The Very Nice Crag > *Rumney > New Hampshire",https://www.mountainproject.com/route/108370950/double-dynos,3.0,-1,Sport,5.12c,1,60,43.80545,-71.84486
Goldmember,"The Main Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/106101666/goldmember,2.9,-1,Sport,5.12c,1,,43.80249,-71.83593
Honeypot,"1. Stinger Wall > 4. Kinsman West End > WM: Kinsman Notch > New Hampshire",https://www.mountainproject.com/route/119061113/honeypot,3.0,-1,Sport,5.12c,1,60,44.05391,-71.79682
Luna,"Stonehouse Pond > Southeast / Seacoast > New Hampshire",https://www.mountainproject.com/route/107753882/luna,3.0,-1,Sport,5.12c,1,50,43.1998,-71.0964
"Peregrine Omelette","The Summer Wall > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire",https://www.mountainproject.com/route/120938697/peregrine-omelette,2.7,-1,Sport,5.12c,1,40,43.99259,-71.65821
"Junkyard Dog","Kennel Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/107561026/junkyard-dog,2.5,-1,Sport,5.12c,1,30,43.80329,-71.83444
"Forbidden Forest aka The Pickle","Enchanted Forest > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire",https://www.mountainproject.com/route/123180022/forbidden-forest-aka-the-pickle,3.0,-1,Sport,5.12c,1,65,43.99203,-71.65738
Tinkerbell,"Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/107054337/tinkerbell,2.8,-1,Sport,5.12c,1,100,43.80293,-71.83513
"El Jorro","El Wall > Jackson Crag > WM: Bartlett / Jackson Area > New Hampshire",https://www.mountainproject.com/route/112090116/el-jorro,3.0,-1,Sport,5.12c,1,50,44.15931,-71.1976
"Peter Pan","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/107054315/peter-pan,2.6,-1,Sport,5.12c,1,100,43.80293,-71.83513
"Storm Troopers","Darth Vader > *Rumney > New Hampshire",https://www.mountainproject.com/route/105906941/storm-troopers,2.3,-1,Sport,5.12c,1,,43.80352,-71.8404
"The Opportunist","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/107167477/the-opportunist,2.5,-1,Sport,5.12c,2,100,43.80293,-71.83513
"Catch the Wave","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/107990633/catch-the-wave,2.7,-1,Sport,5.12c,1,65,43.80386,-71.84091
Shinsplints,"Waterfall Area > Bird Murder > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire",https://www.mountainproject.com/route/123086948/shinsplints,2.3,-1,Sport,5.12c,1,50,43.99281,-71.65803
"Nantucket Sleigh Ride","The Crow's Nest > *Rumney > New Hampshire",https://www.mountainproject.com/route/107559252/nantucket-sleigh-ride,2.3,-1,Sport,5.12c,1,50,43.80521,-71.84258
"Keel Hauled","The Crow's Nest > *Rumney > New Hampshire",https://www.mountainproject.com/route/106181099/keel-hauled,2.3,-1,Sport,5.12c,1,,43.80521,-71.84258
"The Angry Inch","The Northwest Territories > *Rumney > New Hampshire",https://www.mountainproject.com/route/109177638/the-angry-inch,2.0,-1,Sport,5.12c,1,40,43.80478,-71.84537
"Overclang Underhang","Lower Left > Infinity Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/109527102/overclang-underhang,2.0,-1,Sport,5.12c,1,25,43.80439,-71.82882
"The Practice","The Prudential > *Rumney > New Hampshire",https://www.mountainproject.com/route/108061190/the-practice,2.0,-1,Sport,5.12c,1,45,43.80513,-71.84452
Siddhartha,"Main Cliff > Sundown Ledge > WM: Kancamagus (Eastern) > New Hampshire",https://www.mountainproject.com/route/121682354/siddhartha,2.0,-1,Sport,5.12c,1,30,44.005,-71.2393
Blade,"The Asylum > *Rumney > New Hampshire",https://www.mountainproject.com/route/107503589/blade,1.7,-1,Sport,5.12c,1,50,43.80527,-71.84431
Procession,"4. Wiessner Route Area > 02. Humphrey's Ledge > WM: North Conway > New Hampshire",https://www.mountainproject.com/route/123770944/procession,4.0,-1,Sport,5.12c,1,80,44.08612,-71.16591
