Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
JBMFP,"JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725464/jbmfp,3.9,-1,Boulder,V5,1,16,34.0152,-116.16631
"Strength in Numbers (Original SIN)","Strength in Numbers > Strength in Numbers Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106068943/strength-in-numbers-original-sin,3.9,-1,Boulder,V5,1,18,37.42207,-118.43344
"Leary/Bard Arete","Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106351951/learybard-arete,3.8,-1,Boulder,V5,1,18,37.32909,-118.57791
"Indian Rock Traverse","Backside (Southwest Face) > Indian Rock Park > Berkeley > East Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735092/indian-rock-traverse,3.5,-1,Boulder,V5,1,10,37.89211,-122.27321
Molly,"Molly Area > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106094747/molly,3.4,-1,Boulder,V5,1,13,37.42075,-118.43391
"Sunshine (sit)","Mortar Rock > Mortar Rock Park > Berkeley > East Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106603636/sunshine-sit,3.4,-1,Boulder,V5,1,10,37.89327,-122.2724
Serengeti,"Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106052564/serengeti,3.3,-1,Boulder,V5,1,15,37.41844,-118.45269
"Green Hornet","Mandala of Tram > Trailside Boulders > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107204528/green-hornet,3.5,-1,Boulder,V5,1,,33.8126,-116.6454
Rene,"Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106279726/rene,3.7,-1,Boulder,"V5 PG13",1,22,37.41588,-118.44993
"Flyboy Arete","Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106070944/flyboy-arete,3.3,-1,Boulder,V5,1,,37.33057,-118.57834
"Dancing Queen (aka The Cube)","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106024290/dancing-queen-aka-the-cube,3.5,-1,Boulder,V5,1,15,33.81441,-116.64924
"Master of Reality","B1 Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105894643/master-of-reality,3.7,-1,Boulder,V5,1,30,34.2692,-118.6036
"Cocaine Corner","Cocaine Corner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106036874/cocaine-corner,3.9,-1,Boulder,V5,1,15,37.74232,-119.60431
Anti-Hero,"Death Star Cave > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106617219/anti-hero,3.3,-1,Boulder,V5,1,15,37.42029,-118.43379
"Go Granny Go  Right Finish (V5)","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106662650/go-granny-go-right-finish-v5,3.0,-1,Boulder,V5,1,10,37.32837,-118.57479
"Go Granny Go","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105879221/go-granny-go,2.9,-1,Boulder,V5,1,15,37.32837,-118.57479
"Son of Claudius Rufus","Safe Surfer Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107007903/son-of-claudius-rufus,2.9,-1,Boulder,V5,1,,37.417,-118.4509
"Devoted Traverse","Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109903545/devoted-traverse,2.8,-1,Boulder,V5,1,,37.32909,-118.57492
Shizaam,"Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106079500/shizaam,2.7,-1,Boulder,V5,1,12,37.42254,-118.43364
"Sucker Punch","Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106126697/sucker-punch,2.8,-1,Boulder,V5,1,8,37.4182,-118.4521
"Perfectly Chicken","Buttocks/Smooth Shrimp Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107490602/perfectly-chicken,2.6,-1,Boulder,V5,1,,37.32923,-118.57528
"Mutants Amok","Cracked Boulder > Skofield Park > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108323241/mutants-amok,3.8,-1,Boulder,V5,1,10,34.45565,-119.69649
"Kauk Problem","Eliminator Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106668297/kauk-problem,3.4,-1,Boulder,V5,1,10,37.85273,-119.44141
"Blue Suede Shoes","Blue Suede Shoes Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107585434/blue-suede-shoes,3.8,-1,Boulder,V5,1,15,37.7431,-119.60304
Atlantis,"Atlantis > Intersection Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107490947/atlantis,3.8,-1,Boulder,V5,1,,37.71925,-119.685
"High Noon","Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722908/high-noon,3.5,-1,Boulder,V5,1,16,34.02858,-116.14508
"Yabo Roof","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736312/yabo-roof,3.5,-1,Boulder,V5,1,10,37.2296,-122.0952
"Flying Birdie","Golf Course Boulders > Pie Shop Bouldering > The Pie Shop > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/113926126/flying-birdie,3.7,-1,Boulder,V5,1,,38.87468,-120.00879
Groundwater,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093061/groundwater,2.3,-1,Boulder,V5,1,,37.41724,-118.45103
"Bates Problem (stand)","Mr Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/107313564/bates-problem-stand,2.1,-1,Boulder,V5,1,,37.22838,-122.09569
"The Bubble","The Pit (West Side) > Indian Rock Park > Berkeley > East Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735248/the-bubble,3.2,-1,Boulder,V5,1,16,37.89229,-122.27309
"Big Bob's Big Wedge","Big Bob's Big Wedge > Live Oak Picnic Area > Pinto Basin > Joshua Tree National Park > California",https://www.mountainproject.com/route/105900396/big-bobs-big-wedge,3.9,-1,Boulder,"5.12a V5",1,40,33.99973,-116.05138
"The Outcast (aka Don's Dyno)","Dyno Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832268/the-outcast-aka-dons-dyno,2.6,-1,Boulder,V5,1,8,33.81657,-116.6482
"The Swedge","Swedge Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108229724/the-swedge,3.6,-1,Boulder,V5,1,10,33.81637,-116.64916
"Cellulite Eliminator Stand Start","Steel Fingers > The Gunks > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/108202478/cellulite-eliminator-stand-start,3.5,-1,Boulder,V5,1,,37.88065,-119.39996
"Angel Wings","Pile Ups > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/112945926/angel-wings,3.0,-1,Boulder,V5,1,,34.26915,-118.60472
Aztec,"Toltec Boulder > Meyers Area > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/114090331/aztec,3.8,-1,Boulder,V5,1,15,38.84653,-120.03835
"Mr. Happy","Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107490517/mr-happy,2.8,-1,Boulder,V5,1,,37.41653,-118.4508
"Fueled By Hate","Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106068472/fueled-by-hate,2.8,-1,Boulder,V5,1,8,37.42254,-118.43364
"Arch Drude","Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107205673/arch-drude,3.8,-1,Boulder,V5,1,18,37.3074,-118.4372
Crack-O-Pop,"Iceberg 1 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106504782/crack-o-pop,3.1,-1,Boulder,V5,1,12,33.81467,-116.65288
"Fallen Arch","Daring Boulder > Central Basin > Boulder Basin > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/110330932/fallen-arch,3.8,-1,Boulder,V5,1,20,33.8278,-116.75484
"Terminal Velocity","Flying Saucer > Boreal Area > Donner/Truckee Bouldering > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/119833415/terminal-velocity,3.8,-1,Boulder,V5,1,17,39.33661,-120.33099
Sasquatch,"Yeti Boulder > The Brickyard > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/106607675/sasquatch,3.4,-1,Boulder,V5,1,12,34.49764,-119.8617
"Where Boneheads Dare","Daring Boulder > Central Basin > Boulder Basin > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/106006179/where-boneheads-dare,3.8,-1,Boulder,"V5 R",1,25,33.8278,-116.75484
"Mushy SDS","Chlorissa > * Bishop Peak Bouldering > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/107677106/mushy-sds,3.3,-1,Boulder,V5,1,15,35.30376,-120.69275
"Ryan's Roof","Roof Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109022710/ryans-roof,2.7,-1,Boulder,V5,1,12,33.98392,-116.15436
"Arch Drude (Left Start)","Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108559707/arch-drude-left-start,3.9,-1,Boulder,V5,1,18,37.3074,-118.4372
"Pain Grain (Stand)","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114007601/pain-grain-stand,3.3,-1,Boulder,V5,1,12,37.32863,-118.57634
"Duct Tape","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/109253069/duct-tape,3.0,-1,Boulder,V5,1,,37.22862,-122.0962
"Zacks Roof","X5 Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109298817/zacks-roof,3.7,-1,Boulder,V5,1,,34.34074,-118.01659
"Sky Diver","Happy Hunting Grounds > Pine Mountain > Hwy 33/Ojai Bouldering > Hwy 33/Ojai > Central Coast > California",https://www.mountainproject.com/route/108316799/sky-diver,3.1,-1,Boulder,V5,1,8,34.63641,-119.31488
"Tall Boy Sit","Tall Boy > Christmas Valley > Meyers Area > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/115676193/tall-boy-sit,3.4,-1,Boulder,V5,1,,38.822,-120.02306
"The Ant Traverse","Ant Boulder > The Brickyard > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/106813255/the-ant-traverse,3.1,-1,Boulder,V5,1,30,34.49785,-119.8614
"Right Gold Crack","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008881/right-gold-crack,3.6,-1,Boulder,V5,1,12,33.81446,-116.64983
"Electric Lady","Electric Lady Boulder > 4&5 North > Groupsites 4&5 > Groupsites > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/110293751/electric-lady,2.9,-1,Boulder,V5,1,14,33.83791,-116.74472
"Master Cylinder","Master Cylinder > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111808964/master-cylinder,3.8,-1,Boulder,V5,1,18,34.02594,-116.15522
"The Falcon","The Falcon Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109660395/the-falcon,2.9,-1,Boulder,V5,1,8,34.34061,-118.01568
"Shiver Me Timbers","Shiver Me Timbers Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106662862/shiver-me-timbers,4.0,-1,Boulder,"V5 R",1,25,37.74285,-119.604
"Klinghoffers Traverse","Klinghoffers > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106583763/klinghoffers-traverse,3.8,-1,Boulder,V5,1,40,37.22862,-122.10453
"Hook Line and Sinker","Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107203666/hook-line-and-sinker,3.1,-1,Boulder,V5,1,12,37.30711,-118.43541
"Hot Tuna","Hot Tuna Buttress > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/109161808/hot-tuna,3.8,-1,Boulder,V5,1,35,34.2715,-118.6043
"Gardez l'eau","Enlightenment Ridge > Pine Mountain > Hwy 33/Ojai Bouldering > Hwy 33/Ojai > Central Coast > California",https://www.mountainproject.com/route/108416213/gardez-leau,3.6,-1,Boulder,V5,1,20,34.63555,-119.31105
"Iron Meteorite (aka Kingpin)","The Iron Meteorite (aka Kingpin Boulder) > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108085516/iron-meteorite-aka-kingpin,3.9,-1,Boulder,"V5 PG13",1,22,34.00242,-116.14971
"Done With The South","Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106997340/done-with-the-south,3.2,-1,Boulder,"V5 PG13",1,20,37.41675,-118.44942
"False Blockhead Sit Start","The Blockhead > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106662637/false-blockhead-sit-start,2.6,-1,Boulder,V5,1,12,34.01475,-116.16589
"Crack Direct","B1 Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/109022754/crack-direct,3.0,-1,Boulder,V5,1,15,34.2692,-118.6036
"Vulcan Crawl","Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105988468/vulcan-crawl,3.1,-1,Boulder,V5,1,30,37.41747,-118.45136
"Stoned Dangler","The Boulder of Bloody Madness > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country/Northeast Bay > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736160/stoned-dangler,3.8,-1,Boulder,V5,1,,38.37625,-121.98607
"Wills Arete","Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106337264/wills-arete,3.1,-1,Boulder,V5,1,20,37.41698,-118.45133
"Gleaming the Cube, High Start","Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108512652/gleaming-the-cube-high-start,2.6,-1,Boulder,V5,1,15,37.32863,-118.57634
"Cedar Eater","Cedar Eater Boulder > Mist Trail Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107264228/cedar-eater,4.0,-1,Boulder,V5,1,30,37.72621,-119.5531
"Scary Overhang","Main Rock > Grizzly Peak Boulders > Berkeley > East Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736273/scary-overhang,3.1,-1,Boulder,V5,1,20,37.88143,-122.24296
"Sucker Punch","Sucker Punch Boulder > The Creamery > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108470914/sucker-punch,2.7,-1,Boulder,V5,1,8,34.45979,-119.69012
"Turtle Rock Traverse","Turtle Rock > Ring Mountain > Marin/Northwest Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735356/turtle-rock-traverse,3.2,-1,Boulder,V5,1,10,37.91104,-122.49157
"Biddles Platinum","Biddles Tower > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116645151/biddles-platinum,3.6,-1,Boulder,V5,1,15,37.22529,-122.08063
"The Knobs","Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107552546/the-knobs,3.1,-1,Boulder,V5,1,,37.32888,-118.57484
"Rain Grain","Tri Clump > Taylor Bay > Fort Sage Mountains > Doyle Area > Northeast California > California",https://www.mountainproject.com/route/116196135/rain-grain,4.0,-1,Boulder,V5,1,15,40.08565,-120.05868
"Emerald Urchin","Gerstle Cove > Salt Point State Park > Wine Country/Northeast Bay > San Francisco Bay Area > California",https://www.mountainproject.com/route/111903105/emerald-urchin,3.9,-1,Boulder,V5,1,,38.56402,-123.32488
"The Shame","Shame Boulder > Forever Young > Fort Sage Mountains > Doyle Area > Northeast California > California",https://www.mountainproject.com/route/118746597/the-shame,3.9,-1,Boulder,V5,1,,40.07469,-120.04925
"General Electric","Icebox Boulder > The Creamery > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108467478/general-electric,3.0,-1,Boulder,V5,1,12,34.45979,-119.69012
Morpheus,"Morpheous Boulder > Upper Meadow > Way Lake > * Mammoth Lakes Bouldering > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/107483584/morpheus,3.8,-1,"Boulder, Alpine",V5,1,,37.581,-118.99516
"Bachar Problem Right/ Golden Boy","Bachar Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106965066/bachar-problem-right-golden-boy,2.8,-1,Boulder,V5,1,15,37.32889,-118.57441
"Ghetto Snake","Ghetto Snake > Cathedral Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106029670/ghetto-snake,4.0,-1,Boulder,V5,1,30,37.86569,-119.39761
"The Minotaur","Labyrinth Main > The Labyrinth > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111528092/the-minotaur,4.0,-1,Boulder,"V5 PG13",1,12,38.03091,-120.39482
"High Chaparral","High Chaparral Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/113496925/high-chaparral,3.4,-1,Boulder,V5,1,15,34.33923,-118.01736
Shogun,"Shogun Boulder > The Bar > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107308220/shogun,3.8,-1,Boulder,"V5 PG13",1,22,38.91862,-121.00773
"Mostro Mantle","Lower Indian Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/120480526/mostro-mantle,4.0,-1,Boulder,V5,1,,37.23166,-122.09346
"Pete's Problem","Pete > * Bishop Peak Bouldering > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/105737480/petes-problem,3.3,-1,Boulder,V5,1,,35.30345,-120.69252
"Buttermilk Face Right","Buttermilk Boulder > Cracker Boy Area > The Summit > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/109195124/buttermilk-face-right,2.9,-1,Boulder,"V5 PG13",1,15,33.82468,-116.75874
"Saxwing on the DL","The Hang West > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108734026/saxwing-on-the-dl,3.0,-1,Boulder,V5,1,15,33.99789,-116.1543
